"","yield","pheno_2","pheno_3"
"DS11-32006",351.059853591167,1015.58527753857,139.227828369649
"DS11-03072",341.049349108349,1124.13765099611,158.655525521822
"DS11-39194",339.169152604784,1026.39236337884,116.001411680393
"DS11-50323",380.976477983015,1343.98162026094,130.551843821714
"DS11-40025",326.974294934771,1267.31733536954,168.721012424779
"DS11-31020",304.746230958404,1139.76852845727,128.251633902462
"DS11-41013",357.225248934407,1223.26272838827,157.248940675927
"DS11-27199",336.372876458656,765.552436349062,143.028119033361
"DS11-32011",168.956180385613,1014.17102451107,139.724901368511
"DS11-38085",330.943502005699,1111.17920847866,152.898833436295
"DS11-06051",212.412637762938,999.06867669554,115.314640257987
"DS11-32023",238.911819670197,1042.16756690044,128.958692728908
"DS11-32014",322.37385961464,1069.24202829162,139.889422951994
"DS11-30090",283.409628982353,1127.1798182066,166.678066405517
"DS11-05063",320.125620520423,1188.30716499657,130.701427547788
"DS11-50289",299.735755653525,1266.34990893033,155.77912290295
"DS11-30007",315.582880861148,1160.84000262942,181.887282061261
"DS11-09027",300.662851081622,997.35229526725,167.641716808912
"DS11-36154",334.884161239941,982.733691529836,169.437780406451
"DS11-06008",296.61325197025,1203.9575732496,85.2072698357677
"DS11-40015",276.713159797502,885.63185665265,154.12159934809
"DS11-23051",280.568773347093,1014.80943835116,131.872419275002
"DS11-37150",323.322910693635,1128.62313995561,161.760237111665
"DS11-33053",306.663891164173,945.137254249295,156.955249817696
"DS11-04212",284.060287998196,878.839437683032,131.960616873504
"DS11-12149",207.863131097976,841.065877199491,140.570625422718
"DS11-39240",375.275632868503,1216.34669780468,166.151072488132
"DS11-11047",221.885265685806,1161.27255775731,112.820826710276
"DS11-27193",303.473063946254,910.850588660855,142.223880550103
"DS11-42019",310.011819845559,1034.36588388893,121.280137946173
"DS11-10056",339.533387321209,1270.69099544537,150.347313082886
"DS11-03025",411.347930319449,1127.51552035323,143.796258663153
"DS11-33023",279.232641507778,1254.80948802513,141.289438994053
"DS11-41007",257.809657559072,808.900404920735,130.881424941682
"DS11-06122",325.937835734045,1342.15771703992,130.95149373803
"DS11-50254",301.571444438928,999.754708589041,137.557435314827
"DS11-32069",258.805157312479,921.544529065973,151.593058959225
"DS11-03067",306.061494818931,1095.49422453655,144.115171413774
"DS11-32034",214.824898136862,790.047539270077,106.961688630953
"DS11-41116",277.485950269511,1023.23334701499,142.012612362106
"DS11-29122",355.90669365309,1336.99417464953,157.170589404623
"DS11-29170",316.049552793853,951.295445958462,148.459828608599
"DS11-03075",331.317282165469,1003.44034174256,131.960684191189
"DS11-38001",324.776947590476,1052.84847239135,141.373357016165
"DS11-25169",311.460909867937,1037.8039008005,161.565639971891
"DS11-23175",286.947704407324,1216.60686364789,165.770559293611
"DS11-33062",311.596285127651,727.23085183503,157.526196166257
"DS11-29001",309.117079275762,1240.04793332279,143.542044374842
"DS11-34072",240.811743924579,762.890445020117,117.970967001621
"DS11-54057",246.332842838222,956.809488748441,121.592880908604
"DS11-31024",354.874750958011,1160.91251888284,148.673538536149
"DS11-26302",320.978526417536,1408.02653816191,144.571027115598
"DS11-13186",255.791845131385,1129.89712069225,110.84408605963
"DS12-18056",364.188499306874,1014.80274273714,150.141175807811
"DS12-18106",298.808544373887,953.124612923315,123.467733414309
"DS11-40190",317.300281759465,1260.40909183201,171.53192494469
"DS11-13078",337.435956433923,1048.49908836418,166.839364920624
"DS11-64140",276.956251389106,1077.74238265508,128.939182234597
"DS11-05204",333.087468706819,1055.60726963557,155.19281404012
"DS11-08042",336.593621389337,841.949558984409,135.824981027859
"DS11-29123",282.718003673391,896.335336464366,144.319743557621
"DS11-29005",272.610210827095,1009.43818587998,85.333951886042
"DS11-15176",261.639386524168,902.2786707739,133.100443183955
"DS11-10005",334.884889789253,1004.64303458977,164.233873039053
"DS11-36072",202.432196410451,898.340184421774,112.672668478593
"DS11-02091",215.329494164735,727.769925983996,111.40065180961
"DS11-25199",264.851146518493,945.467177014815,142.209302032047
"DS11-15090",300.825496184102,1010.54429041161,168.135982527289
"DS11-24189",364.207056092648,1048.52896837749,110.675744339201
"DS11-04170",214.216318274601,1039.92903997394,128.458820811314
"DS11-03175",334.690623681812,905.062920632422,133.478092507062
"DS11-41057",359.436201123374,891.614246761527,148.370927547357
"DS11-22058",269.72198278844,841.105708341185,175.840805071782
"DS11-64083",237.135448012856,916.57818918073,145.845205725023
"DS11-40050",354.0746161305,992.103092521995,110.261751084871
"DS11-14187",400.303074113561,1173.1031970713,175.305056975928
"DS11-15187",317.752188761153,1116.74613185846,148.750810175902
"DS11-33107",218.822083421993,792.489751659742,127.133661904477
"TN05-3027",138.79651023258,429.483695086948,57.7046551892319
"DS11-25043",309.242640754573,1075.87589060422,129.411264644911
"DS11-10174",305.321986786897,1183.94071253037,144.366815850836
"DS11-12194",374.252641177446,1112.49152256776,187.930863885324
"DS11-37039",272.064883328722,872.526243246653,155.423587490996
"DS11-39263",262.273318680631,1248.48205988502,123.122998931078
"DS11-04008",269.006065742444,1107.96410513263,152.455648084552
"DS11-05174",203.172208467811,729.829774023221,80.8948488876383
"DS11-04115",288.555486011988,1206.52969455958,150.245666660011
"DS11-39135",389.122716228447,1222.52471371402,181.097165575244
"DS11-03022",372.073335435692,970.656159138779,158.482102664231
"DS11-29075",336.982523176447,1215.54530728346,144.022144373367
"DS11-04055",276.753783722391,1175.64670842834,134.79453076732
"DS11-64115",286.184245228577,1059.26661309274,115.725168334067
"DS11-37022",289.699476569825,1049.05225472483,154.205538522747
"DS11-40184",215.496191511983,854.644975781665,163.180296783405
"DS11-04003",355.607637512605,1107.30870683195,136.249648466426
"DS11-25080",238.876549201703,942.154777380479,127.550304008883
"DS11-28218",289.577525587929,950.077811225681,158.77532470255
"DS11-09010",313.268981484093,1039.24415922587,141.103447929461
"DS11-02180",282.76874576868,923.931747304987,113.039686580004
"DS11-30126",270.305449611087,837.186201645039,139.846508989989
"DS11-22104",233.913526650183,870.152420993253,100.686468487094
"DS11-26292",306.272261656429,975.103526319176,150.560297897408
"DS11-13146",310.687928714777,1016.41038389991,151.743712309041
"DS11-08058",314.325426985204,1010.33001878088,126.990861854211
"DS11-37096",252.742260091025,1013.79948810496,158.517152340632
"DS11-03032",323.910368704109,1035.9150690412,156.088847067567
"DS11-11244",361.502814753115,1278.16161658935,144.347763322695
"DS11-06168",252.84882276833,1115.15572166489,117.728632662108
"DS11-12020",288.008068248089,1159.70432991629,162.485815986131
"DS11-14015",363.947310441949,1105.30365475113,145.818349172274
"DS11-42094",341.715328839656,1174.59301918269,168.703155436064
"DS11-27150",255.751568625624,1058.15725834989,115.806635613725
"DS11-64144",343.792294218497,868.012818749955,140.017506381007
"DS11-23002",399.447727303592,1275.14288684541,150.980126763576
"DS11-23106",253.102250405065,953.214468543154,115.47064862228
"DS11-31030",373.397298858062,1059.45332786249,172.746677118391
"DS11-15144",232.610091503373,867.367719965923,126.087063455505
"DS11-30093",391.703344746408,1089.24495273786,147.854148591294
"DS11-25150",294.724862375598,1017.46762950334,176.384933924951
"DS11-54084",355.993728433513,1104.39627888745,144.869145515023
"DS11-08182",352.114219171557,1416.63232570174,162.649864091371
"DS11-12143",437.175789494588,1041.02320457326,149.021179146356
"DS11-03004",277.355459515742,778.372807999025,170.27072210111
"DS11-24022",369.028063390428,1049.67181300748,139.044614120394
"DS11-33036",303.749679054313,1215.22193045646,140.00993195298
"DS11-26206",257.058416424657,814.022375632625,158.597494270805
"DS11-05068",254.04298385985,1010.31212850188,112.07880396343
"DS11-54115",364.385048618328,992.9930676906,135.089022370153
"DS11-26331",352.637038271765,1364.437299819,140.570111893755
"DS11-08022",295.919765719137,974.075390400666,123.676056879364
"DS11-11084",380.251917564367,1113.40087301028,174.795667113551
"DS11-36144",298.836083898282,906.658108638634,118.071110737518
"DS11-08157",261.545216164285,1186.10085325459,161.92522905346
"DS11-41204",280.345506806356,636.507081674882,146.105554013134
"DS11-17125",292.693089317224,697.670921280855,98.0949355378376
"DS11-39172",290.395567085421,886.379958050988,88.0313970185364
"DS11-28165",292.176238237164,1102.56902134341,138.316869460353
"DS11-48089",331.84690517663,833.642166322635,138.266455549783
"DS11-23038",314.873970546962,991.844272651274,152.531139421552
"DS11-15136",291.936886467415,1043.61406777937,147.638249875334
"DS11-10179",329.556959409585,1315.62962322931,165.963230662145
"DS11-12063",219.690449542167,1012.00266651103,115.910293689242
"DS11-11105",270.503979965587,1055.04797537235,141.318358156646
"DS11-34006",401.105008210102,1161.47303326501,152.90232596721
"DS11-10209",349.260925094812,1295.27899695841,176.351047377639
"DS11-64017",354.892819806044,838.036256748028,120.635169377011
"DS11-25083",286.507094520796,1129.38808236557,153.00782641725
"DS11-37155",306.147195569106,1063.06548729002,118.524020400592
"DS11-39292",266.974164871913,892.831176531305,179.535793769373
"DS11-41142",252.229340285864,906.692549453348,131.707481769392
"DS11-31007",254.970630898362,1032.05231166617,119.852995122931
"DS11-02131",194.061805798652,1099.67705494867,141.981459257392
"DS12-18145",269.315509973797,944.306963904641,110.620755305043
"DS11-10029",290.916007595255,1146.39957999634,146.274159561128
"DS11-11051",217.00212998954,930.680703732861,175.839572011231
"DS11-40099",334.881601974633,915.004315963138,117.110894780884
"DS11-31077",224.509739179208,970.481935736271,141.634501533777
"DS11-05152",392.835790671674,884.53136259737,154.67674403734
"DS11-17206",364.68510248741,931.391909251638,165.705248161371
"DS11-06134",321.60142993163,908.91241651937,122.543294163917
"DS11-13190",250.517261915193,1075.26826076934,141.064633704985
"DS11-04156",352.06809085708,949.249178222953,88.7266030707176
"DS11-31057",243.466786152507,839.830120909449,123.962827482386
"DS11-54004",340.589881974445,1127.86378342428,155.149897567412
"CL0J173-6-8",117.377707495599,430.25707086993,79.8360305424375
"DS11-37015",280.635972368395,938.903384394406,162.87366420221
"DS11-32051",350.084237009501,1186.30423402999,153.161724313391
"DS11-26296",262.691447062733,982.329248710992,122.664666379936
"DS11-50202",332.966601345855,979.981422805969,119.527981421545
"DS11-33083",264.796824893506,1068.12532403417,135.366753415881
"DS11-17173",345.700427920731,925.297389804349,121.540077435738
"DS11-28213",291.964606848131,946.733577653074,110.138820421073
"DS11-54113",233.418071054713,822.410352266465,136.753574456176
"DS11-23148",374.550489607936,1156.51665279397,130.800712454
"DS11-34061",273.825031391381,974.002043457592,129.269891569704
"DS11-34014",238.808398838282,709.207232053202,122.967933793792
"DS11-13170",206.112462220376,818.824914884284,149.868122892212
"DS11-24124",343.435527971445,1022.73549991747,159.913586943866
"DS11-06203",393.433009963472,779.053933994807,142.819594719218
"DS11-10161",243.642890505232,861.505118495078,131.414017592269
"DS11-25156",334.240583526305,1089.8754775503,146.227580631632
"DS11-39181",200.443378259795,869.050819906501,92.3661243324781
"DS11-14174",248.25952910793,1007.89932241787,136.036430948834
"DS11-40154",205.408101733173,972.73726108645,135.052335433945
"DS11-15115",354.904109644506,961.602146438778,131.155774549243
"DS11-03132",278.767049047531,887.660550662951,159.823777146452
"DS11-31148",357.828690697437,984.501532577645,175.762309355281
"DS11-31033",311.893253371596,1077.71543478224,127.399098931617
"DS11-37062",315.212832866418,944.996888822527,164.957948595452
"DS11-09236",267.23469581604,891.183954522575,125.36056781596
"DS11-25050",285.381004651039,927.150532069227,145.206825571599
"DS11-31009",237.203692393608,812.919982818943,132.876944638451
"DS11-42041",351.392378916179,1199.82306587396,114.438775848863
"DS11-17062",288.914501779648,891.337421181224,135.326076584937
"DS11-37166",313.8634759075,1143.42998735115,102.323497519537
"DS11-30042",211.438240694726,841.148252570729,97.6972600738025
"DS11-40062",238.024599445462,1049.55055996209,132.526103412367
"DS11-33173",261.157543570638,915.943176296884,148.562182869435
"DS11-37105",242.399561677661,939.826480941257,128.038377936629
"DS11-22049",261.778795744545,1154.57062056436,162.919022588767
"DS11-08062",319.918353954015,1053.1725179046,162.412220281892
"DS11-42033",303.978666451407,1187.19920667572,162.730767214835
"DS11-22021",296.066036694639,1054.55982879216,140.629410508027
"DS11-32038",327.888403990623,1062.39466248072,164.039257191146
"DS11-25008",312.905029256639,962.323511675983,182.346283933073
"DS11-27205",340.91358921793,900.583318779249,156.086119839816
"DS11-13026",354.329549563961,1207.94831457931,118.96335127427
"DS11-32043",314.50107372084,904.918927821486,144.778060995061
"DS11-48174",379.924618657534,1057.03663805419,152.011021272826
"DS11-39220",313.052273383779,1286.84819268059,133.282718128774
"DS11-15203",249.547882016332,895.518089594645,153.515901164259
"DS11-22113",302.441494852051,926.440678638577,118.007830620756
"DS11-38168",335.846357121319,1097.89970495358,180.898161437088
"DS11-15024",337.914377529044,848.631066395052,129.636657805349
"DS11-31109",356.687401031241,1293.28488568888,182.550955283629
"DS11-27283",363.092004947003,1274.11041099171,181.192739616236
"DS11-32117",231.353933811896,1335.4348690295,168.926858929399
"DS11-25171",410.30780327125,1010.82762261988,179.009318037409
"DS11-42039",314.343871750317,1071.15558460015,143.777250209071
"DS11-40040",273.513819378666,879.236698821954,138.577225469062
"DS11-12058",327.385894820114,949.468035148214,139.723032145053
"DS11-48158",280.512660631627,670.327957617525,131.237556239882
"DS12-18028",360.143120763003,936.172161023493,155.256109015768
"DS11-04074",426.534218082643,1167.0182528717,128.684666475088
"DS11-54157",219.143430418646,1117.62851585169,132.632377164417
"DS11-09169",328.94075530676,834.676749453134,149.187870965511
"DS11-38024",346.648695772165,1144.67558745492,175.041501834723
"DS11-09035",312.345205166905,769.576284709886,98.5332367225609
"DS11-27282",339.756695400017,1143.62150494278,161.687763650693
"DS11-11123",383.129202096022,1089.27648315637,155.255081918638
"DS11-12054",242.232271441587,1031.01209918963,143.674370432907
"DS11-33010",302.581775929633,829.426899972228,154.857021321756
"DS11-08147",317.562812274137,1088.777436391,157.989329299688
"DS11-03082",316.789338639933,1056.75887003508,123.252686271553
"DS11-12176",271.025145427382,1152.81365329768,137.033949228159
"DS12-18127",311.884401988129,1167.95210604265,140.126408399713
"DS11-27246",304.441005543264,915.381195160065,117.095687757972
"DS11-12075",269.122142958758,783.996665521612,90.6598755536567
"DS11-06017",391.129916895373,1240.8160486443,151.07854447185
"DS11-10177",389.488587423787,1058.31175481277,170.755247543098
"DS12-18141",220.765258722923,812.598946858632,125.971031129207
"DS11-30127",263.896472049347,993.599735862545,150.225760057358
"DS11-14146",298.330718328844,1193.08168935002,139.057274591023
"DS11-05191",324.099879872581,1071.6742551954,124.605191427138
"DS11-08086",350.577758659141,1002.2808544483,113.965378416869
"DS11-09106",226.822730924314,962.048808434574,145.596380779968
"DS11-48107",222.841619427492,876.677535218349,112.900632323152
"DS11-29044",276.144890874532,812.620996882412,165.526916633992
"DS11-32037",332.75080764031,1109.12253221447,197.620426416213
"DS11-13083",324.268628489506,1085.33305823629,152.820192730905
"DS11-48247",337.022288832665,965.966717684553,155.95867597029
"DS11-36089",278.203787383622,837.968726981546,180.485033213471
"DS11-64139",309.50016715395,896.30952136669,150.741716650639
"DS11-27257",328.984666202069,1153.94789840443,172.190695374448
"DS11-29082",284.707293988914,957.783044672309,127.419103103059
"DS11-38196",282.537501242272,1076.89765948521,128.511488458037
"DS11-31063",305.627677306674,902.328232717667,141.254084376756
"DS11-48241",235.921296483933,905.658847788742,147.30261326912
"DS11-05053",282.049265752079,956.188578801393,136.736638524512
"DS11-24165",407.359338401143,1049.74772213499,122.84580512763
"DS11-15126",205.999017116038,1199.64717557935,151.291883695872
"DS11-26172",200.75602439611,1106.36143537262,126.999201528944
"DS11-11097",275.799591905686,868.118864035435,107.757450888886
"DS11-15209",286.121340011493,792.008794872136,148.948014071707
"DS11-06144",259.984391275684,779.677612974826,97.4833448252464
"DS11-08037",360.096076068385,1151.60490319973,138.941449774592
"DS11-31091",296.406528726432,1034.29988044763,132.959568371787
"DS11-24175",286.227596617608,942.576373362302,150.405675602734
"DS11-54048",285.512055534015,881.463968779365,148.943079787759
"DS11-24112",326.048094698833,993.11804226795,168.476851844383
"DS11-17091",353.986150404153,1364.42662715786,160.110556197953
"DS11-33078",357.828084673266,940.141075033971,142.202360769343
"DS11-02123",305.447475339792,1165.65011020745,162.148400841203
"DS11-12003",294.412926542818,884.027114573623,142.346431868004
"DS11-54012",315.163907747604,1052.80517405691,140.443678428554
"DS11-05058",382.13941886705,887.550195076822,140.039279627052
"DS11-31078",202.75003304891,584.5631326739,119.091632434125
"DS11-32002",396.027897388048,1463.04959718029,173.209321341504
"DS11-30030",257.653502445124,837.358432721184,110.56361589026
"DS11-32029",261.973083309526,1175.18788307948,117.162548833042
"DS11-48144",232.187079594809,957.969739596801,163.959943752069
"DS11-34053",234.63959140356,1008.16847050466,134.614113342989
"DS11-40077",319.251489549358,812.140492480435,135.744369966265
"DS11-48192",299.870572398037,944.409824739869,139.071204090949
"DS11-22167",309.928583781019,1207.97319371684,148.819156766304
"DS11-29008",312.524925225291,1212.4153960807,115.455232188707
"DS11-02140",232.383515449096,740.69625499489,163.904809751246
"DS11-15051",196.449743410826,933.769398314883,164.607758195902
"DS11-50270",226.676523558421,1162.61709220739,127.061089076072
"DS11-13120",270.468983710299,861.106197476591,148.043426783814
"DS11-02158",311.717185764196,1044.43729106305,167.261463709519
"DS11-08060",338.464009306476,843.931808041496,161.198264880335
"DS11-25061",298.493109132898,1253.08200079759,121.647417485124
"DS11-24024",274.407875507491,1043.76960725324,152.648105596339
"DS11-25032",264.205274566749,1305.19546423032,155.609384699164
"DS11-24080",217.094740344162,618.21452272588,129.895532293788
"DS11-15004",382.890666537895,830.921577764704,95.4142762502749
"DS11-33011",306.754291730423,1038.60353587825,184.508611010236
"DS11-31070",269.200554175983,1148.647305415,124.142855367016
"DS11-39184",335.444156161424,751.271693467221,145.810338300551
"DS11-42035",203.747172854944,778.191047028126,111.049834458354
"DS11-10137",295.498344534617,939.283569592807,154.769794126081
"DS11-31031",259.560359301779,1098.93339389306,118.12015367012
"DS11-64025",294.571974540469,822.28548855947,121.53319634571
"DS11-40123",383.233068686094,961.498567910307,141.049461299347
"DS11-28291",341.617593376183,1142.11854248948,102.7498225358
"DS11-06194",312.294272541082,1158.67473528298,174.863030966422
"DS11-37066",333.228231178872,1054.05940645595,155.533253295956
"DS11-31038",385.079973172484,1260.62366513261,98.2117667650178
"DS11-22137",272.238013460955,1078.1622418491,137.63916686576
"DS11-42114",243.736527790509,705.857006399276,101.811699723161
"DS11-04061",323.97036921425,1076.75327409893,150.930207675345
"DS11-08117",212.872002038657,872.503247960184,100.761881819203
"DS11-10128",287.792527031473,960.742967189759,169.905027110845
"DS11-28152",251.12140672991,974.669506976144,141.519184434657
"DS11-40004",299.828491519069,1341.53697449721,129.192762645608
"DS11-39270",321.624351874383,1084.55203168673,154.185281731975
"DS11-32211",376.340453185234,999.616358757193,147.922438844505
"DS11-38017",239.112588996626,975.446107028934,160.036753044423
"DS11-29155",275.844504736784,1163.93325805807,146.618179894416
"DS11-25067",276.114062352342,944.642172248293,159.671390852019
"DS11-64113",264.40185698182,1021.40964270674,122.605625240234
"DS11-34065",308.162058875827,1072.24374533377,125.459740341923
"DS11-38107",299.99900677874,1153.2775302114,113.518421464799
"DS11-50237",233.77134707215,818.704610392093,98.7010775858768
"DS11-40034",224.875851901323,1066.89044031214,163.99443763959
"DS11-31027",318.917727567574,974.912388847997,149.724619153031
"DS11-48157",226.080448926653,999.139267337876,129.657387993412
"DS11-48167",305.840400416656,1042.66443799308,139.462044437651
"DS11-06035",414.862458508936,956.949890919521,158.710580363238
"DS11-25210",303.935877579931,1149.88539301876,143.795774249485
"DS11-50147",357.615261728163,1096.744669119,125.905090669026
"DS11-06027",263.265188673603,797.494199501213,138.722451398767
"DS11-24028",278.79476607205,1138.12127333133,155.915595026775
"DS11-50294",317.719993805819,1080.73553216769,139.100518815528
"DS11-23064",283.235958887845,1071.99546260089,171.386293203635
"DS12-18061",275.346091762485,1071.37878503734,122.195142116802
"DS11-12169",342.348360209594,963.883596959021,123.70434444668
"DS11-22168",297.14808655298,753.343070315361,137.835413976941
"DS11-31062",333.163867591021,926.33151763857,142.382906143577
"DS11-39269",316.691186398835,952.820994384573,164.300050763655
"DS11-24191",293.205975966793,1243.4437961283,124.889241976866
"DS11-06065",271.708268505859,1091.95911503223,118.349460369956
"DS11-30068",231.341039507,905.491468923484,127.840081307944
"DS11-02188",392.377663492935,1093.59872860594,151.831803939741
"DS11-29196",299.443255972397,1165.38790601345,122.620154596443
"DS11-28190",327.50403153605,1068.2299072993,157.65629496563
"DS11-11157",257.540390482515,985.301832999358,151.967595186329
"DS11-08081",329.330073232639,1273.04978663884,167.777627132578
"DS11-06157",284.814743920976,894.388259409591,121.791990897968
